email,lat,long,size,name,type
mailto:auchtertyre.primary@highland.gov.uk,57.28613,-5.58658,76,Auchtertyre,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:auldearn.primary@highland.gov.uk,57.57639,-3.80688,155,Auldearn Primary,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:auldearn.primary@highland.gov.uk,57.57639,-3.80688,155,Auldearn Primary,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:avannan@scotborders.gov.uk,55.71836,-2.75401,213,Lauder,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:avannan@scotborders.gov.uk,55.71836,-2.75401,213,Lauder,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:aviemore.primary@highland.gov.uk,57.19917,-3.82752,268,Aviemore,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:aviemore.primary@highland.gov.uk,57.19917,-3.82752,268,Aviemore,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:avoch%20primary@highland.gov.uk,57.56658,-4.17736,211,Avoch,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:avoch%20primary@highland.gov.uk,57.56658,-4.17736,211,Avoch,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:avoch.primary@highland.gov.uk,57.56658,-4.17736,211,Avoch,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:avoch.primary@highland.gov.uk,57.56658,-4.17736,211,Avoch,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:avonbridgeprimaryschool@falirk.gov.uk,55.93365,-3.7451,41,Avonbridge,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:avonbridgeprimaryschool@falirk.gov.uk,55.93365,-3.7451,41,Avonbridge,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:ayr.mail@south-ayrshire.gov.uk,55.46475,-4.63408,597,Ayr Academy,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:aytonps@scotborders.gov.uk,55.842,-2.12474,50,Ayton,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:backschool@gnes.net,58.27941,-6.3006,125,Back,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:backschool@gnes.net,58.27941,-6.3006,125,Back,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:backschool@gnes.net,58.27941,-6.3006,125,Back,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:badcaul.primary@highland.gob.uk,57.87145,-5.338,14,Badcaul,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:badcaul.primary@highland.gob.uk,57.87145,-5.338,14,Badcaul,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:bainsfordprimaryschool@falkirk.gov.uk,56.01379,-3.78579,181,Bainsford,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:bainsfordprimaryschool@falkirk.gov.uk,56.01379,-3.78579,181,Bainsford,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:balbardie.ps@wled.org.uk,55.90518,-3.63735,423,Balbardie,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:baldragon@dundeecity.gov.uk,56.49406,-2.99354,705,Baldragon Academy,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:balfps@stirling.gov.uk,56.07294,-4.33129,201,Balfron,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:balfps@stirling.gov.uk,56.07294,-4.33129,201,Balfron,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:balfronhs@stirling.gov.uk,56.07152,-4.3304,944,Balfron High,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:balivanichschool@gnes.net,57.47307,-7.39412,97,Balivanich,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:balivanichschool@gnes.net,57.47307,-7.39412,97,Balivanich,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:balivanichschool@gnes.net,57.47307,-7.39412,97,Sgoil Bhaile a Mhanaich,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:balivanichschool@gnes.net,57.47307,-7.39412,97,Sgoil Bhaile a Mhanaich,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:ballachulish.primary@highland.gov.uk,56.67375,-5.13528,78,Ballachulish,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:ballachulish.primary@highland.gov.uk,56.67375,-5.13528,78,Ballachulish,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:ballachulish.primary@highland.gov.uk,56.67637,-5.13404,78,Ballachulish,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:ballachulish.primary@highland.gov.uk,56.67637,-5.13404,78,Ballachulish,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:ballantrae.mail@south-ayrshire.gov.uk,55.0994,-5.00682,40,Ballantrae,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:ballantrae.mail@south-ayrshire.gov.uk,55.0994,-5.00682,40,Ballantrae,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:ballater.sch@aberdeenshire.gov.uk,57.05151,-3.04246,102,Ballater,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:ballater.sch@aberdeenshire.gov.uk,57.05151,-3.04246,102,Ballater,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:balloch.primary@highland.gov.uk,57.4958,-4.11832,218,Balloch,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:balloch.primary@highland.gov.uk,57.4958,-4.11832,218,Balloch,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:ballumbie.primary@dundeecity.gov.uk,56.48959,-2.92515,321,Ballumbie Primary,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:ballumbie.primary@dundeecity.gov.uk,56.48959,-2.92515,321,Ballumbie Primary,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:balmedie.sch@aberdeenshire.gov.uk,57.25063,-2.05495,400,Balmedie,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:balmedie.sch@aberdeenshire.gov.uk,57.25063,-2.05495,400,Balmedie,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:balmedie.sch@aberdeenshire.gov.uk,57.26085,-2.08479,400,Balmedie,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:balmedie.sch@aberdeenshire.gov.uk,57.26085,-2.08479,400,Balmedie,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:balmerinops.enquiries@fife.gov.uk,56.4019,-3.01632,77,Balmerino,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:balmerinops.enquiries@fife.gov.uk,56.4019,-3.01632,77,Balmerino,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:balmoralps@scotborders.gov.uk,55.61274,-2.82012,82,Balmoral,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:balmoralps@scotborders.gov.uk,55.61274,-2.82012,82,Balmoral,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:balmoralpsabsences@scotborders.gov.uk,55.61274,-2.82012,82,Balmoral,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:balmoralpsabsences@scotborders.gov.uk,55.61274,-2.82012,82,Balmoral,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:balmullops.enquiries@fife.gov.uk,56.37897,-2.92749,145,Balmullo,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:balmullops.enquiries@fife.gov.uk,56.37897,-2.92749,145,Balmullo,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:balnain.primary@highland.gov.uk,57.33792,-4.58436,32,Balnain,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:baltasound@shetland.gov.uk,60.75875,-0.881,65,Baltasound Junior High,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:baltasound@shetland.gov.uk,60.75875,-0.881,65,Baltasound Junior High,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:baltasound@shetland.gov.uk,60.75875,-0.881,65,Baltasound Junior High,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:balweariehs.enquiries@fife.gov.uk,56.10062,-3.17226,1628,Balwearie High,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:banavie.primary@highland.gov.uk,56.84424,-5.10751,141,Banavie,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:banavie.primary@highland.gov.uk,56.84424,-5.10751,141,Banavie,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:banchory.aca@aberdeenshire.gov.uk,57.05263,-2.49291,806,Banchory Academy,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:banchory.sch@aberdeenshire.gov.uk,57.05325,-2.4938,404,Banchory,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:banchory.sch@aberdeenshire.gov.uk,57.05325,-2.4938,404,Banchory,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:banchory@edu.clacks.gov.uk,56.13528,-3.83269,113,Banchory,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:banchory@edu.clacks.gov.uk,56.13528,-3.83269,113,Banchory,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:banchorydev.sch@aberdeenshire.gov.uk,57.09626,-2.13587,36,Banchory-Devenick,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:banff.aca@aberdeenshire.gov.uk,57.66271,-2.53311,866,Banff Academy,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:banff.sch@aberdeenshire.gov.uk,57.66263,-2.52768,369,Banff,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:banff.sch@aberdeenshire.gov.uk,57.66263,-2.52768,369,Banff,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:bankierprimaryschool@falkirk.gov.uk,55.99025,-3.95341,185,Bankier,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:bankierprimaryschool@falkirk.gov.uk,55.99025,-3.95341,185,Bankier,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:bankton.ps@wled.org.uk,55.88157,-3.50703,331,Bankton,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:bankton.ps@wled.org.uk,55.88157,-3.50703,331,Bankton,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:bannockburnhs@stirling.gov.uk,56.09612,-3.92252,732,Bannockburn High,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:bannps@stirling.gov.uk,56.08997,-3.91194,356,Bannockburn,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:bannps@stirling.gov.uk,56.08997,-3.91194,356,Bannockburn,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:bantaskinprimaryschool@falkirk.gov.uk,55.99651,-3.80434,298,Bantaskin,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:bantaskinprimaryschool@falkirk.gov.uk,55.99651,-3.80434,298,Bantaskin,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:barassie.mail@south-ayrshire.gov.uk,55.55627,-4.65511,227,Barassie,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:barassie.mail@south-ayrshire.gov.uk,55.55627,-4.65511,227,Barassie,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:bargarranenquiries@renfrewshire.gov.uk,55.9066,-4.46488,249,Bargarran,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:barnhill.primary@dundeecity.gov.uk,56.47923,-2.85531,423,Barnhill,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:barnhill.primary@dundeecity.gov.uk,56.47923,-2.85531,423,Barnhill,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:barnhill@dundeecity.gov.uk,56.47923,-2.85531,423,Barnhill,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:barnhill@dundeecity.gov.uk,56.47923,-2.85531,423,Barnhill,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:barr.mail@south-ayrshire.gov.uk,55.21034,-4.70927,26,Barr,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:barr.mail@south-ayrshire.gov.uk,55.21034,-4.70927,26,Barr,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:barrhill.mail@south-ayrshire.gov.uk,55.10341,-4.77145,17,Barrhill,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:barrhill.mail@south-ayrshire.gov.uk,55.10341,-4.77145,17,Barrhill,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:barsailenquiries@renfrewshire.gov.uk,55.89805,-4.4489,287,Barsail,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:bartholchapel.sch@aberdeenshire.gov.uk,57.39659,-2.31032,40,Barthol Chapel,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:bathgate.ac@wled.org.uk,55.89838,-3.61313,899,Bathgate Academy,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:beancrossprimaryschool@falkirk.gov.uk,56.00453,-3.72634,275,Beancross,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:beancrossprimaryschool@falkirk.gov.uk,56.00453,-3.72634,275,Beancross,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:beatlie@wled.org.uk,55.89686,-3.49517,34,Beatlie School,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:beatlie@wled.org.uk,55.89686,-3.49517,34,Beatlie School,http://data.opendatascotland.org/def/concept/education/stages-of-education/special
mailto:beauly.primary@highland.gov.uk,57.48446,-4.46222,113,Beauly,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:beauly.primary@highland.gov.uk,57.48446,-4.46222,113,Beauly,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:beeslack.hs@midlothian.gov.uk,55.84044,-3.21173,817,Beeslack Community High,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:beith@ea.n-ayrshire.sch.uk,55.74634,-4.63151,424,Beith,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:beith@ea.n-ayrshire.sch.uk,55.74634,-4.63151,424,Beith,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:beith@ea.n-ayrshire.sch.uk,55.74806,-4.63315,424,Beith,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:beith@ea.n-ayrshire.sch.uk,55.74806,-4.63315,424,Beith,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:bellbaxterhs.enquiries@fife.gov.uk,56.3181,-3.02778,1662,Bell Baxter High,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:bellsbrae@shetland.gov.uk,60.15227,-1.1554,308,Bell's Brae,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:bellsbrae@shetland.gov.uk,60.15227,-1.1554,308,Bell's Brae,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:bellsbrae@shetland.gov.uk,60.15237,-1.15331,308,Bell's Brae,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:bellsbrae@shetland.gov.uk,60.15237,-1.15331,308,Bell's Brae,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:bellsquarry.ps@wled.org.uk,55.86878,-3.52982,190,Bellsquarry,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:bellsquarry.ps@wled.org.uk,55.86878,-3.52982,190,Bellsquarry,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:bellyeomanps.enquiries@fife.gov.uk,56.08033,-3.44109,230,Bellyeoman,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:bellyeomanps.enquiries@fife.gov.uk,56.08033,-3.44109,230,Bellyeoman,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:ben.davis@east-ayrshire.gov.uk,55.61625,-4.48278,721,St Joseph's Academy,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:benartyps.enquiries@fife.gov.uk,56.15611,-3.32183,286,Benarty,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:benartyps.enquiries@fife.gov.uk,56.15611,-3.32183,286,Benarty,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:benartyps.enquiries@fife.gov.uk,56.1601,-3.32076,286,Benarty,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:benartyps.enquiries@fife.gov.uk,56.1601,-3.32076,286,Benarty,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:berneraschool@gnes.net,58.22863,-6.84049,12,Bernera,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:bervie.sch@aberdeenshire.gov.uk,56.84545,-2.28202,194,Bervie,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:bervie.sch@aberdeenshire.gov.uk,56.84545,-2.28202,194,Bervie,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:bhs@scotborders.gov.uk,55.77497,-2.35302,664,Berwickshire High,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:birkhill@birkhill.angus.sch.uk,56.49859,-3.05911,274,Birkhill,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:birkhill@birkhill.angus.sch.uk,56.49859,-3.05911,274,Birkhill,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:bishopedens.primary@highland.gov.uk,57.47872,-4.2332,51,Bishop Eden,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:bishoptonenquiries@renfrewshire.gov.uk,55.91024,-4.50535,331,Bishopton,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:blackburn.ps@wled.org.uk,55.8775,-3.63012,59,Blackburn,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:blackisle.educationcentre@highland.gov.uk,57.60299,-4.15221,8,Black Isle Education Centre,http://data.opendatascotland.org/def/concept/education/stages-of-education/special
mailto:blacklands@ea.n-ayrshire.sch.uk,55.64918,-4.70299,106,Blacklands,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:blacklands@ea.n-ayrshire.sch.uk,55.64918,-4.70299,106,Blacklands,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:blackness.primary@dundeecity.gov.uk,56.45672,-2.99166,317,Blackness,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:blacknessprimaryschool@falkirk.gov.uk,55.9984,-3.53828,30,Blackness,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:blackridge.ps@wled.org.uk,55.88429,-3.77368,143,Blackridge,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:blackridge.ps@wled.org.uk,55.88429,-3.77368,143,Blackridge,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:blairhallps.enquiries@fife.gov.uk,56.09077,-3.60026,123,Blairhall,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:blairhallps.enquiries@fife.gov.uk,56.09077,-3.60026,123,Blairhall,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:boddam.sch@aberdeenshire.gov.uk,57.47115,-1.77941,110,Boddam,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:boddam.sch@aberdeenshire.gov.uk,57.47115,-1.77941,110,Boddam,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:boddam.sch@aberdeenshire.gov.uk,57.47141,-1.77866,110,Boddam,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:boddam.sch@aberdeenshire.gov.uk,57.47141,-1.77866,110,Boddam,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:bofaps@stirling.gov.uk,56.1472,-3.94162,336,Bridge of Allan,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:bofaps@stirling.gov.uk,56.1472,-3.94162,336,Bridge of Allan,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:boffice282@ea.dumgal.sch.uk,55.30447,-3.45163,48,Beattock,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:boffice282@ea.dumgal.sch.uk,55.30447,-3.45163,48,Beattock,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:boffice324@ea.dumgal.sch.uk,55.04728,-3.5962,63,Brownhall,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:boffice325@ea.dumgal.sch.uk,55.02249,-3.27709,35,Brydekirk,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:boffice659@ea.dumgal.sch.uk,54.89678,-5.02696,293,Belmont,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:boffice659@ea.dumgal.sch.uk,54.89678,-5.02696,293,Belmont,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:boffice912@ea.dumgal.sch.uk,54.81206,-4.13397,30,Borgue,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:boghall.ps@wled.org.uk,55.89977,-3.60682,252,Boghall,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:bonar-bridge.primary@highland.gov.uk,57.8929,-4.33389,53,Bonar Bridge,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:bonar-bridge.primary@highland.gov.uk,57.8929,-4.33389,53,Bonar Bridge,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:bonarbridge.primary@highland.gov.uk,57.8929,-4.33389,53,Bonar Bridge,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:bonarbridge.primary@highland.gov.uk,57.8929,-4.33389,53,Bonar Bridge,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:bonessacademy@falkirk.gov.uk,56.00969,-3.59862,672,Bo'ness Academy,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:bonesspublicschool@falkirk.gov.uk,56.01591,-3.60459,225,Bo'ness,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:bonesspublicschool@falkirk.gov.uk,56.01591,-3.60459,225,Bo'ness,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:bonnybridgeprimaryschool@falkirk.gov.uk,56.00384,-3.88794,306,Bonnybridge,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:bonnybridgeprimaryschool@falkirk.gov.uk,56.00384,-3.88794,306,Bonnybridge,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:bonnyrigg.ps@midlothian.gov.uk,55.87105,-3.09746,418,Bonnyrigg,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:bonnyrigg.ps@midlothian.gov.uk,55.87105,-3.09746,418,Bonnyrigg,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:boreps@stirling.gov.uk,56.09635,-3.94235,186,Borestone,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:boreps@stirling.gov.uk,56.09635,-3.94235,186,Borestone,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:borrowfield@borrowfield.angus.sch.uk,56.72881,-2.47002,222,Borrowfield,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:borrowfield@borrowfield.angus.sch.uk,56.72881,-2.47002,222,Borrowfield,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:bothkennarprimaryschool@falkirk.gov.uk,56.03033,-3.75394,23,Bothkennar,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:bothkennarprimaryschool@falkirk.gov.uk,56.03033,-3.75394,23,Bothkennar,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:bower.primary@highland.gov.uk,58.53387,-3.32316,43,Bower,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:bowhouseprimaryschool@falkirk.gov.uk,56.00295,-3.71743,310,Bowhouse,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:bowhouseprimaryschool@falkirk.gov.uk,56.00295,-3.71743,310,Bowhouse,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:bracoden.sch@aberdeenshire.gov.uk,57.66597,-2.32276,53,Bracoden,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:brae@shetland.gov.uk,60.39475,-1.35936,308,Brae High,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:brae@shetland.gov.uk,60.39475,-1.35936,308,Brae High,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:brae@shetland.gov.uk,60.39475,-1.35936,308,Brae High,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:braehead.mail@south-ayrshire.gov.uk,55.46993,-4.61009,153,Braehead,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:braehead.mail@south-ayrshire.gov.uk,55.46993,-4.61009,153,Braehead,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:braehead@aberdeencity.gov.uk,57.1856,-2.11211,168,Braehead,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:braehead@aberdeencity.gov.uk,57.1856,-2.11211,168,Braehead,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:braehead@aberdeencity.gov.uk,57.19846,-2.0981,168,Braehead,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:braehead@aberdeencity.gov.uk,57.19846,-2.0981,168,Braehead,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:braemar.sch@aberdeenshire.gov.uk,57.00611,-3.39669,41,Braemar,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:braemar.sch@aberdeenshire.gov.uk,57.00611,-3.39669,41,Braemar,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:braeps@stirling.gov.uk,56.10491,-3.9282,388,Braehead,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:braeps@stirling.gov.uk,56.10491,-3.9282,388,Braehead,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:braeshighschool@falkirk.gov.uk,55.98096,-3.73526,986,Braes High,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:braeview@dundeecity.gov.uk,56.49298,-2.91607,579,Braeview Academy,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:bramblebrae@aberdeencity.gov.uk,57.16623,-2.14784,160,Bramble Brae,http://data.opendatascotland.org/def/concept/education/stages-of-education/pre-school
mailto:bramblebrae@aberdeencity.gov.uk,57.16623,-2.14784,160,Bramble Brae,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:breascleteschool@gnes.net,58.21641,-6.74442,36,Breasclete,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
mailto:brechinhigh@brechinhigh.angus.sch.uk,56.73667,-2.67099,597,Brechin High,http://data.opendatascotland.org/def/concept/education/stages-of-education/secondary
mailto:bredilandenquiries@renfrewshire.gov.uk,55.82999,-4.45876,289,Brediland,http://data.opendatascotland.org/def/concept/education/stages-of-education/primary
